,Sec,NanoSec,0-ref Sec,a_x,a_y,a_z,w_x,w_y,w_z,w_left,w_right,X,Y,Z,qX,qY,qZ,qW,v_x,v_y,v_z
i,1633452038,146603008,44.27735209,-0.073552654,-0.265273898,-11.42798162,0.033596199,0.539929926,-0.018076854,,,,,,,,,,,,
i,1633452038,156605440,44.28735447,-0.133252469,-0.316833916,-12.16884675,0.016409168,0.537966013,-0.018861987,,,,,,,,,,,,
i,1633452038,166603776,44.29735279,-0.05920872,-0.576466959,-11.24326335,0.002366144,0.537874162,-0.016094279,,,,,,,,,,,,
of,1633452038,205973387,44.29792619,,,,0,0,0.005157984,,,26.22302343,15.73282949,0,0,0,0.299217485,0.954184938,0.961278322,0,0
of,1633452038,235413074,44.32736588,,,,0,0,0.005157984,,,26.24624782,15.74898362,0,0,0,0.299289931,0.954162218,0.960621955,0,0
of,1633452038,235413074,44.32736588,,,,0,0,0.005157984,,,26.24624782,15.74898362,0,0,0,0.299289931,0.954162218,0.960621955,0,0
of,1633452038,275266886,44.36721969,,,,0,0,0.005157984,,,26.27765911,15.77083938,0,0,0,0.299388001,0.954131451,0.959733402,0,0
i,1633452038,236607232,44.3673563,-0.624500557,-0.977738167,-11.25995262,0.00638308,0.536679029,0.002654582,,,,,,,,,,,,
p,1633452038,492757750,44.36974311,,,,0.018025711,-2.62E-15,-0.010407148,,,21.84227358,-18.08559605,-1.816191751,0.038327122,0.006880374,-0.429119442,0.902407999,1.056188037,-0.222390574,0.023531349
i,1633452038,246609920,44.37735891,-0.385251619,-0.879006429,-10.05059086,0.019678494,0.53521651,0.008657196,,,,,,,,,,,,
ho,1633452038,305265097,44.39721799,,,,0,0,3.36E-14,,,26.37228358,15.88398123,0,0,0,0.300358903,0.953826257,1.150358261,0,0
e,1633452038,305265097,44.39721799,,,,,,,6.056935191,6.056935191,,,,,,,,,,
i,1633452038,266608640,44.3973577,0.525200042,-0.111575639,-9.068860626,0.014173965,0.538550138,0.009925768,,,,,,,,,,,,
p,1633452038,525933750,44.40291905,,,,-0.038751728,-3.95E-15,-0.02071367,,,21.85866587,-18.11741595,-1.817470501,0.038595761,0.006758679,-0.42927726,0.902322404,1.047565148,-0.03919901,-0.005146057
i,1633452038,276611072,44.40736008,0.625084056,-0.047692155,-9.263987476,0.00774719,0.538615525,-0.000611649,,,,,,,,,,,,
i,1633452038,286609664,44.41735864,0.125510878,-0.115805285,-9.435284539,0.008257031,0.542296469,-0.009122552,,,,,,,,,,,,
i,1633452038,296610304,44.42735934,-0.462168233,-0.198018261,-10.96760867,-0.004266698,0.537503719,-0.013986764,,,,,,,,,,,,
p,1633452038,559270750,44.43625617,,,,0.046728816,-0.044986751,-0.01459563,,,21.87969522,-18.14526786,-1.819308051,0.038010575,0.007049288,-0.429584321,0.902198877,1.005689067,-0.029947827,-0.023208428
i,1633452038,306612736,44.43736172,-0.659224079,-0.446272161,-11.07140339,-0.007442438,0.536944032,-0.010682221,,,,,,,,,,,,
i,1633452038,316613376,44.44736242,-0.142919474,-0.698683399,-9.493316457,-0.003730285,0.53295356,-0.006417198,,,,,,,,,,,,
of,1633452038,357343435,44.44929624,,,,0,0,0.003991131,,,26.3582582,15.82672614,0,0,0,0.299352182,0.954142689,1.111503406,0,0
of,1633452038,357343435,44.44929624,,,,0,0,0.003991131,,,26.3582582,15.82672614,0,0,0,0.299352182,0.954142689,1.111503406,0,0
p,1633452038,592724750,44.46971011,,,,0.040749546,0.019363816,-0.007318835,,,21.90015069,-18.171907,-1.821647508,0.038390759,0.00604389,-0.429838432,0.902069035,1.160315945,-0.115881868,0.041220712
i,1633452038,366623488,44.49737239,-0.347320715,-0.412736934,-10.66126192,0.042043149,0.542350054,-0.022557849,,,,,,,,,,,,
p,1633452038,626082750,44.50306797,,,,0.03409588,2.44E-15,-0.007109482,,,21.92151697,-18.20443534,-1.8222392,0.039141933,0.00604777,-0.429940131,0.901988258,1.447470236,-0.004228187,0.057195447
i,1633452038,386622976,44.51737189,-0.562878944,-0.602307064,-10.44139401,0.006012955,0.539847136,-0.017730538,,,,,,,,,,,,
of,1633452038,435330868,44.52728367,,,,0,0,0.002044983,,,26.42028875,15.86954782,0,0,0,0.299126508,0.954213463,1.00705741,0,0
of,1633452038,435330868,44.52728367,,,,0,0,0.002044983,,,26.42028875,15.86954782,0,0,0,0.299126508,0.954213463,1.00705741,0,0
i,1633452038,406623744,44.53737283,0.258982945,-0.505039553,-9.040362261,-0.022613501,0.537593603,-0.012850214,,,,,,,,,,,,
p,1633452038,660422750,44.53740811,,,,-1.55E-29,4.32E-16,-0.010745299,,,21.95268041,-18.24320862,-1.822506601,0.039669238,0.005800848,-0.430053701,0.901912699,1.1189305,0.004566256,0.058167213
i,1633452038,436625152,44.56737423,0.634729763,-0.805079388,-10.43860818,0.001978888,0.53733474,-0.023757631,,,,,,,,,,,,
p,1633452038,692554750,44.56954002,,,,-0.050950352,-0.010293525,-0.023017023,,,21.97539736,-18.27113759,-1.822237161,0.039668236,0.005807696,-0.430209395,0.901838443,1.01227615,0.007535711,-0.027239419
i,1633452038,446625792,44.5773747,0.17335204,-0.679863986,-11.1861275,0.010204308,0.538192332,-0.017940504,,,,,,,,,,,,
i,1633452038,456628224,44.58737731,-0.083908519,-0.82675156,-10.50561894,0.012503769,0.532179654,-0.010357836,,,,,,,,,,,,
of,1633452038,503097296,44.5950501,,,,0,0,0.001658065,,,26.4743537,15.90707464,0,0,0,0.299123393,0.954214439,0.975329906,0,0
i,1633452038,466626560,44.59737563,-0.085543025,-0.806073514,-9.341364731,0.013891419,0.53380996,-0.000141295,,,,,,,,,,,,
p,1633452038,726096750,44.60308218,,,,-0.002342112,-0.013422143,-0.011041824,,,21.99698771,-18.29724978,-1.824640937,0.038821093,0.006034929,-0.430559213,0.901706863,0.986862402,0.007504658,-0.028213395
i,1633452038,486629376,44.61737847,-0.295981646,-0.421954369,-9.146287564,0.003946565,0.537803829,0.00929745,,,,,,,,,,,,
of,1633452038,535247326,44.62720013,,,,0,0,0.001658065,,,26.50009216,15.92496995,0,0,0,0.299148826,0.954206466,0.974790778,0,0
of,1633452038,555306435,44.64725924,,,,0,0,0.001658065,,,26.51614315,15.93613107,0,0,0,0.299164694,0.954201491,0.974454405,0,0
of,1633452038,555306435,44.64725924,,,,0,0,0.001658065,,,26.51614315,15.93613107,0,0,0,0.299164694,0.954201491,0.974454405,0,0
i,1633452038,526629120,44.6573782,-0.902883344,-0.52918049,-10.75239122,0.005268455,0.542001426,-0.01552078,,,,,,,,,,,,
i,1633452038,536635904,44.66738486,-0.376275409,-0.67367368,-9.884671982,0.00293116,0.536810696,-0.015564784,,,,,,,,,,,,
p,1633452038,792467750,44.66945314,,,,0.048152222,-6.22E-16,0,,,22.03860779,-18.34764287,-1.829350445,0.038557011,0.005680979,-0.430906373,0.901554647,1.122592592,-0.083755911,0.027867083
i,1633452038,546638080,44.677387,0.27228648,-0.706762514,-8.841454723,0.008412625,0.540301025,-0.013194628,,,,,,,,,,,,
of,1633452038,595232010,44.68718481,,,,0,0,0.001658065,,,26.54807376,15.95833572,0,0,0,0.299196278,0.954191588,0.973784889,0,0
i,1633452038,556636672,44.68738556,0.780889534,-0.696192751,-8.481688514,0.011309735,0.53896755,-0.009897579,,,,,,,,,,,,
of,1633452038,602550507,44.69450331,,,,0,0,0.002388817,,,26.55246526,15.96151557,0,0,0,0.299332612,0.954148829,0.951399214,0,0
ho,1633452038,602550468,44.69450331,,,,0,0,0.004893237,,,26.59033979,16.03632126,0,0,0,0.300358903,0.953826257,0.945065394,0,0
e,1633452038,602550468,44.69450331,,,,,,,6.056935191,6.056935191,,,,,,,,,,
i,1633452038,566637056,44.69738603,0.768581695,-0.583648906,-9.085751555,0.00188916,0.540634274,-0.010650588,,,,,,,,,,,,
p,1633452038,826099750,44.70308495,,,,-0.039441322,0.037345574,-5.81E-16,,,22.06012758,-18.3787932,-1.83024173,0.039287008,0.005332063,-0.430910832,0.90152313,0.98478309,-0.284078435,0.35786452
i,1633452038,576639488,44.7073884,0.433645392,-0.484607956,-9.529669042,-0.006039877,0.538038552,-0.017344903,,,,,,,,,,,,
i,1633452038,586638592,44.71738768,0.058221472,-0.501066485,-11.09802369,-0.013203169,0.539257646,-0.021427978,,,,,,,,,,,,
of,1633452038,635303974,44.72725677,,,,0,0,0.002388817,,,26.57802943,15.97930633,0,0,0,0.299369939,0.954137118,0.950410874,0,0
i,1633452038,596639232,44.72738814,-0.317301716,-0.744094174,-11.87862111,-0.03440436,0.53359133,-0.021039369,,,,,,,,,,,,
p,1633452038,859433750,44.73641896,,,,0.019386172,0.004230409,0.007327284,,,22.07312226,-18.41110747,-1.820418468,0.038962574,0.006176471,-0.430882697,0.901545268,1.03566905,-0.169200087,-0.081727377
i,1633452038,606641664,44.73739076,-0.050689145,-0.946242009,-11.39490002,-0.034271546,0.535262942,-0.015529716,,,,,,,,,,,,
i,1633452038,616640000,44.74738908,0.258196927,-1.098428494,-9.503081479,-0.017185383,0.53109479,-0.008088709,,,,,,,,,,,,
of,1633452038,655725718,44.74767852,,,,0,0,0.002388817,,,26.59395434,15.99039074,0,0,0,0.299393212,0.954129815,0.949794645,0,0
of,1633452038,655725718,44.74767852,,,,0,0,0.002388817,,,26.59395434,15.99039074,0,0,0,0.299393212,0.954129815,0.949794645,0,0
i,1633452038,626640384,44.75738931,0.368588252,-0.868847511,-8.888971091,-0.003295163,0.536594391,-0.003289173,,,,,,,,,,,,
i,1633452038,636642816,44.76739192,0.344739357,-0.471636684,-8.904341679,0.00698579,0.5348351,-0.004070088,,,,,,,,,,,,
i,1633452038,646641152,44.77739024,0.159726945,-0.509108227,-8.639435774,0.005736118,0.539957225,-0.009561305,,,,,,,,,,,,
of,1633452038,695289135,44.78724194,,,,0,0,0.002388817,,,26.62477554,16.01184581,0,0,0,0.299438299,0.954115666,0.948600814,0,0
i,1633452038,656641536,44.78739047,-0.036276362,-0.439391863,-9.075904699,0.001180746,0.536384642,-0.012405626,,,,,,,,,,,,
i,1633452038,666643968,44.79739285,-0.295362674,-0.495996963,-9.946099387,-0.003715644,0.53840059,-0.008775663,,,,,,,,,,,,
e,1633452038,711974613,44.80392742,,,,,,,6.056935191,6.056935191,,,,,,,,,,
of,1633452038,711974621,44.80392742,,,,0,0,0.001839211,,,26.63543147,16.01917332,0,0,0,0.299358888,0.954140585,0.912366392,0,0
ho,1633452038,711974613,44.80392742,,,,0,0,3.20E-14,,,26.68377066,16.10164103,0,0,0,0.300358903,0.953826257,0.902998137,0,0
i,1633452038,676642816,44.80739188,-0.477557526,-0.543354561,-10.33343866,-0.01670615,0.535216391,-0.000694543,,,,,,,,,,,,
i,1633452038,686642944,44.81739187,-0.438599215,-0.645944181,-9.799071089,-0.015861012,0.537264645,0.002580095,,,,,,,,,,,,
of,1633452038,735285521,44.82723832,,,,0,0,0.001839211,,,26.65287613,16.03131493,0,0,0,0.299379342,0.954134167,0.911162698,0,0
i,1633452038,696645376,44.82739425,-0.342088659,-0.587382613,-8.935190991,-0.002068585,0.532814085,0.003821536,,,,,,,,,,,,
p,1633452038,959391750,44.83637714,,,,-0.039775597,0.010445583,1.72E-14,,,22.12527207,-18.5014232,-1.834324759,0.039929427,0.005935331,-0.430550047,0.901663502,1.219899281,0.082976705,-0.132169862
i,1633452038,706643968,44.83739305,-0.125481634,-0.472338257,-9.199739753,-0.003496089,0.539050937,-0.00301162,,,,,,,,,,,,
of,1633452038,755304337,44.84725714,,,,0,0,0.001839211,,,26.66783833,16.04172969,0,0,0,0.299396907,0.954128656,0.910128995,0,0
i,1633452038,716644352,44.84739327,0.189644309,-0.327631643,-9.495978954,-0.004141043,0.538736165,-0.009776541,,,,,,,,,,,,
i,1633452038,726646784,44.85739589,0.011371177,-0.254085711,-10.02556397,0.002959273,0.545487702,-0.018643819,,,,,,,,,,,,
i,1633452038,736645376,44.86739445,-0.593267324,-0.167468663,-10.8751677,-0.00233941,0.540733814,-0.022878626,,,,,,,,,,,,
p,1633452038,992445750,44.86943102,,,,0.045915247,3.51E-15,-0.019207725,,,22.15287398,-18.53065784,-1.840322665,0.03941102,0.006374017,-0.430539152,0.901688517,0.917156077,0.013396183,-0.109215091
of,1633452038,795333147,44.88728595,,,,0,0,0.001839211,,,26.69770445,16.06252026,0,0,0,0.299432029,0.954117634,0.908062046,0,0
i,1633452038,756657920,44.88740683,-0.289503244,-0.532428934,-10.77687333,-0.004356376,0.536124945,-0.01423961,,,,,,,,,,,,
i,1633452038,769659392,44.90040827,0.629893209,-0.516954484,-8.692217516,-0.00589137,0.536121368,-0.003854884,,,,,,,,,,,,
e,1633452038,810541193,44.90249395,,,,,,,6.056935191,6.056935191,,,,,,,,,,
of,1633452038,810541153,44.90249395,,,,0,0,0.00033745,,,26.71997851,16.07777337,0,0,0,0.29917564,0.954198059,1.074411877,0,0
ho,1633452038,810541193,44.90249395,,,,0,0,-0.004739746,,,26.7809213,16.16949383,0,0,0,0.299913261,0.953966475,1.122025324,0,0
p,1633452039,26074750,44.90305996,,,,0,3.71E-16,0,,,22.17270707,-18.55403091,-1.845355549,0.040105087,0.00605435,-0.430835139,0.901518724,1.239711985,-0.238167617,0.02739938
of,1633452038,835266829,44.92721963,,,,0,0,0.00033745,,,26.74180081,16.09294941,0,0,0,0.299179621,0.954196811,1.075623093,0,0
i,1633452038,809667072,44.9404161,-0.416209944,-0.620419279,-10.62947562,-0.003471039,0.539596319,-0.018541023,,,,,,,,,,,,
p,1633452039,63447750,44.94043303,,,,-2.24E-15,-0.01800126,-0.012728813,,,22.19489241,-18.59564693,-1.847039003,0.040105087,0.00605435,-0.430835139,0.901518724,1.015616364,-0.050491721,-0.039499346
of,1633452038,855292320,44.94724512,,,,0,0,0.00033745,,,26.75949275,16.10525327,0,0,0,0.299182845,0.9541958,1.076604065,0,0
i,1633452038,819666432,44.95041537,-0.588745243,-0.572383525,-11.60299916,-0.012347335,0.534366786,-0.01744776,,,,,,,,,,,,
i,1633452038,829667840,44.96041679,-0.158805464,-0.726043188,-10.97903491,-0.01748864,0.533343732,-0.010281273,,,,,,,,,,,,
of,1633452038,875303507,44.96725631,,,,0,0,0.00033745,,,26.77718808,16.11755966,0,0,0,0.299186067,0.95419479,1.077584336,0,0
i,1633452038,839671296,44.97042036,0.19969867,-0.79807287,-9.843504105,-0.018726777,0.533291876,-0.00301977,,,,,,,,,,,,
p,1633452039,96668750,44.97365403,,,,-0.026280459,0.074795498,0.023505957,,,22.21482568,-18.62279284,-1.84998413,0.03997498,0.005793266,-0.431037712,0.901429382,0.759996145,-0.502041655,0.577219332
i,1633452038,849670400,44.9804194,0.234790442,-0.715975602,-9.570992986,-0.023842994,0.537053168,0.00138838,,,,,,,,,,,,
of,1633452038,895306587,44.98725939,,,,0,0,0.00033745,,,26.79489226,16.12987238,0,0,0,0.299189287,0.95419378,1.07856421,0,0
i,1633452038,859671808,44.99042082,0.143971486,-0.61259359,-9.606690322,-0.012623746,0.538908303,-0.000947338,,,,,,,,,,,,
i,1633452038,869675264,45.00042415,-0.068638122,-0.695714977,-9.185957896,0.012744863,0.539997041,-0.009297397,,,,,,,,,,,,
e,1633452038,909709949,45.00166273,,,,,,,6.056935191,6.056935191,,,,,,,,,,
of,1633452038,909709930,45.00166273,,,,0,0,-0.000817253,,,26.80413279,16.13610128,0,0,0,0.298983536,0.95425827,1.024970064,0,0
ho,1633452038,909709949,45.00166273,,,,0,0,-0.004739746,,,26.84734973,16.21584319,0,0,0,0.299913261,0.953966475,1.009511281,0,0
p,1633452039,126045750,45.00303102,,,,-0.016356527,0.043889168,-0.021944584,,,22.21700568,-18.65066815,-1.835093243,0.040102533,0.006936189,-0.430680006,0.901586606,0.988813362,0.087462826,0.137669395
i,1633452038,879674880,45.0104239,-0.365298453,-0.506308075,-9.183751326,0.032031603,0.541612566,-0.014223632,,,,,,,,,,,,
i,1633452038,889676800,45.0204258,-0.53649706,-0.388699531,-9.88899043,0.041787852,0.538340151,-0.015935404,,,,,,,,,,,,
of,1633452038,935207605,45.02716041,,,,0,0,-0.000817253,,,26.82559911,16.15101694,0,0,0,0.298973594,0.954261385,1.025383575,0,0
i,1633452038,899680000,45.03042889,-0.324058497,-0.327231282,-9.885136092,0.032353431,0.536111236,-0.01000602,,,,,,,,,,,,
p,1633452039,159421750,45.03640699,,,,0.020931631,-1.30E-14,-0.056360143,,,22.23992439,-18.67482043,-1.831898546,0.040169323,0.007728771,-0.430978751,0.901434417,1.333777687,1.26039576,-0.238147659
i,1633452038,909679616,45.04042864,0.142709622,-0.29410228,-9.256278217,0.022151912,0.534223914,-0.000298801,,,,,,,,,,,,
of,1633452038,955290556,45.04724336,,,,0,0,-0.000817253,,,26.84251315,16.16276898,0,0,0,0.298965763,0.954263838,1.025709272,0,0
i,1633452038,919681024,45.05043006,0.385178444,-0.215584514,-9.110800071,0.013392613,0.53737545,0.007039418,,,,,,,,,,,,
i,1633452038,929684224,45.06043315,0.385978801,-0.214754347,-10.04993853,-0.011127714,0.536463678,0.011203256,,,,,,,,,,,,
of,1633452038,975326538,45.06727934,,,,0,0,-0.000817253,,,26.85939318,16.17449697,0,0,0,0.29895795,0.954266286,1.026034207,0,0
of,1633452038,975326538,45.06727934,,,,0,0,-0.000817253,,,26.85939318,16.17449697,0,0,0,0.29895795,0.954266286,1.026034207,0,0
p,1633452039,192411750,45.06939697,,,,-0.028936224,-0.028473215,0.018228108,,,22.30006514,-18.68241604,-1.839121202,0.040473354,0.007617308,-0.431819235,0.901019441,0.972545128,-0.398355016,-0.105676741
i,1633452038,939684352,45.07043338,0.22210997,-0.325082945,-10.00053942,-0.022521609,0.537739873,0.005975736,,,,,,,,,,,,
i,1633452038,949685760,45.0804348,-0.094534944,-0.666932097,-10.04316392,-0.002885273,0.539994597,-0.002144629,,,,,,,,,,,,
i,1633452038,959695104,45.09044409,-0.645237055,-0.723590461,-10.81021797,0.004981211,0.539311826,-0.005983092,,,,,,,,,,,,
i,1633452038,969694720,45.1004436,-0.733429206,-0.831492909,-10.86993623,0.013922493,0.536958635,-0.001070392,,,,,,,,,,,,
e,1633452039,9295567,45.10124826,,,,,,,6.056935191,6.056935191,,,,,,,,,,
of,1633452039,9295464,45.10124826,,,,0,0,-0.000631659,,,26.8864474,16.19332502,0,0,0,0.298978151,0.954259957,1.002625932,0,0
ho,1633452039,9295567,45.10124826,,,,0,0,3.35E-14,,,26.94330191,16.28279228,0,0,0,0.299913261,0.953966475,0.995828979,0,0
i,1633452038,979696128,45.11044502,-0.116242982,-0.898052855,-9.635137834,0.025289461,0.535748661,0.003349331,,,,,,,,,,,,
i,1633452038,989699328,45.12044835,0.446245017,-0.683818496,-8.772926545,0.021129427,0.53712064,0.009826198,,,,,,,,,,,,
of,1633452039,35346985,45.12729979,,,,0,0,-0.000631659,,,26.90789821,16.20822955,0,0,0,0.2989703,0.954262417,1.002672191,0,0
of,1633452039,35346985,45.12729979,,,,0,0,-0.000631659,,,26.90789821,16.20822955,0,0,0,0.2989703,0.954262417,1.002672191,0,0
i,1633452038,999698688,45.13044763,0.580722461,-0.371118939,-9.02796046,0.006731463,0.540380299,0.011763349,,,,,,,,,,,,
p,1633452039,259379750,45.13636518,,,,-0.019481192,-7.92E-15,-0.023284479,,,22.32031107,-18.74913925,-1.851026232,0.039193261,0.007151956,-0.431300024,0.901328479,1.225215205,0.11677919,-0.202710761
i,1633452039,9700096,45.14044905,0.244650815,-0.436636354,-9.480579725,-0.007491242,0.539428174,0.004209393,,,,,,,,,,,,
i,1633452039,19703552,45.15045261,-0.285987892,-0.626144013,-10.37834982,-0.007575979,0.541874886,-0.009858709,,,,,,,,,,,,
i,1633452039,29703168,45.16045213,-0.746722549,-0.814029953,-11.19555584,0.011609454,0.537017167,-0.019440144,,,,,,,,,,,,
of,1633452039,75326204,45.16727901,,,,0,0,-0.000631659,,,26.94081939,16.23110315,0,0,0,0.298958251,0.954266192,1.002743181,0,0
of,1633452039,75326204,45.16727901,,,,0,0,-0.000631659,,,26.94081939,16.23110315,0,0,0,0.298958251,0.954266192,1.002743181,0,0
p,1633452039,292536750,45.16952205,,,,8.55E-19,-0.040662937,-5.67E-15,,,22.34895765,-18.77777759,-1.859376115,0.038899395,0.007306381,-0.43164559,0.901174533,0.55744155,-0.267576969,-0.19971798
i,1633452039,39704320,45.17045331,-0.558331765,-0.993234135,-10.67776999,0.006252428,0.537939429,-0.022421338,,,,,,,,,,,,
i,1633452039,49710592,45.1804595,0.263186351,-0.889488733,-9.196925865,-0.004559902,0.532443225,-0.019205598,,,,,,,,,,,,
i,1633452039,59709952,45.19045901,0.750023271,-0.944654155,-7.883337421,-0.001146306,0.53557086,-0.013147417,,,,,,,,,,,,
i,1633452039,69711360,45.20046043,0.753792999,-0.764631131,-8.267945225,-0.002548689,0.535114229,-0.005616115,,,,,,,,,,,,
p,1633452039,325965750,45.20295095,,,,-0.023171845,0.012691742,0.021982742,,,22.35382132,-18.7973432,-1.867461012,0.038606015,0.006693888,-0.431671929,0.90117929,1.316962185,-0.36446306,-0.173545639
of,1633452039,111669779,45.20362258,,,,0,0,0.000552852,,,26.97462432,16.25479374,0,0,0,0.299160311,0.954202865,1.065722002,0,0
ho,1633452039,111669694,45.20362258,,,,0,0,0.004563463,,,27.02651533,16.34091092,0,0,0,0.300358903,0.953826257,1.083164945,0,0
e,1633452039,111669694,45.20362258,,,,,,,6.056935191,6.056935191,,,,,,,,,,
i,1633452039,79714560,45.21046352,0.129942422,-0.311328706,-9.493245145,-0.011968177,0.539843798,-0.003431543,,,,,,,,,,,,
i,1633452039,89714176,45.22046328,-0.438459441,-0.338399157,-10.54188618,-0.012468536,0.539441645,-0.010534327,,,,,,,,,,,,
of,1633452039,135277271,45.22723007,,,,0,0,0.000552852,,,26.99528909,16.26916381,0,0,0,0.299166538,0.954200913,1.066656499,0,0
i,1633452039,99715584,45.23046446,-0.637208062,-0.456905162,-11.18966269,-0.008308156,0.538981557,-0.014805838,,,,,,,,,,,,
p,1633452039,359283750,45.236269,,,,8.17E-15,-0.012623181,-0.019282227,,,22.37202508,-18.83859851,-1.875995943,0.038351856,0.007036921,-0.43133109,0.901350713,1.013721965,-0.017987455,-0.21476917
i,1633452039,109719040,45.24046803,-0.649341276,-0.537550916,-11.14399634,0.006335435,0.536331773,-0.014233887,,,,,,,,,,,,
of,1633452039,155351877,45.24730468,,,,0,0,0.000552852,,,27.01287545,16.28139352,0,0,0,0.299171833,0.954199253,1.067451149,0,0
of,1633452039,155351877,45.24730468,,,,0,0,0.000552852,,,27.01287545,16.28139352,0,0,0,0.299171833,0.954199253,1.067451149,0,0
